sample_id,scenario_type,target_parent_asin,candidate_count_turn_1,recommendation_count_turn_1,ask_attribute_turn_1,recommendations_turn_1,target_survives_turn_1,intent_epoch_turn_1,hit,first_hit_turn,best_rank,actually_reached_turn_10,surviving_parent_asins_turn_10,exactly_10_survivors_turn_10,at_most_10_survivors_turn_10,candidate_count_turn_2,recommendation_count_turn_2,ask_attribute_turn_2,recommendations_turn_2,target_survives_turn_2,intent_epoch_turn_2,candidate_count_turn_3,recommendation_count_turn_3,ask_attribute_turn_3,recommendations_turn_3,target_survives_turn_3,intent_epoch_turn_3,candidate_count_turn_4,recommendation_count_turn_4,ask_attribute_turn_4,recommendations_turn_4,target_survives_turn_4,intent_epoch_turn_4,candidate_count_turn_5,recommendation_count_turn_5,ask_attribute_turn_5,recommendations_turn_5,target_survives_turn_5,intent_epoch_turn_5,candidate_count_turn_6,recommendation_count_turn_6,ask_attribute_turn_6,recommendations_turn_6,target_survives_turn_6,intent_epoch_turn_6,candidate_count_turn_7,recommendation_count_turn_7,ask_attribute_turn_7,recommendations_turn_7,target_survives_turn_7,intent_epoch_turn_7,candidate_count_turn_8,recommendation_count_turn_8,ask_attribute_turn_8,recommendations_turn_8,target_survives_turn_8,intent_epoch_turn_8,candidate_count_turn_9,recommendation_count_turn_9,ask_attribute_turn_9,recommendations_turn_9,target_survives_turn_9,intent_epoch_turn_9,candidate_count_turn_10,recommendation_count_turn_10,ask_attribute_turn_10,recommendations_turn_10,target_survives_turn_10,intent_epoch_turn_10
public_0146,buying,B0BCQWYQLQ,57,10,other,B07YDJMWTM;B084RJ29JZ;B076L97422;B07RQGVCP4;B07PRG4HLM;B084C1GNFV;B0943RBC5D;B08RYYRTK6;B08LPDP499;B07BZTTRJ1,True,0,True,2,1,False,1,False,True,1,1,,B0BCQWYQLQ,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0147,browsing,B077276QGC,3,3,,B07R4HLCSZ;B08GRNH3HH;B077276QGC,True,0,True,1,3,False,3,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0148,buying,B0BQC2NRG2,15,10,other,B083D9V8W4;B0746PCHBB;B07CH3VM3D;B09LH63S7S;B07WKDW9P6;B07FD5ZWXC;B00C3UPPLY;B07Z6J5N6Y;B004IYFT28;B0897FWZG1,True,0,True,2,1,False,1,False,True,1,1,,B0BQC2NRG2,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0149,buying,B07CBYYHTL,21,10,other,B07G84VQ96;B008JADGRM;B07RBRWFLZ;B077SV6MZ8;B01BBCVK4K;B07M6LBQN7;B07VNVCXMY;B0BB3D4CGY;B00UVKY0P0;B00NSLF51M,True,0,True,2,1,False,1,False,True,1,1,,B07CBYYHTL,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0150,browsing,B07P6MPQY5,14,10,other,B0116LYM8C;B00GRIOW5I;B07W7W3M1V;B00AZO7TKA;B07G4GXDVD;B01DE4O9D2;B097QG31KD;B00R8I7PTG;B083JSMQNC;B002B61ERE,True,0,True,2,3,False,3,False,True,3,3,,B083JSMQNC;B00E9AOVX4;B07P6MPQY5,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0151,browsing,B08CFNQNJK,47,10,feature,B000E8H8QW;B076J72KHB;B09NFRBCT6;B01BHGXX9U;B07BST51FS;B0058EQTZ8;B01BHGXX9K;B01N141U86;B01J8WZC2Q;B00BFA928A,True,0,True,2,2,False,12,False,False,12,10,other,B00BFA928A;B08CFNQNJK;B00EA90PNO;B00UPHJC3E;B000MRV3JI;B00IJWXT54;B01N9T4RWE;B009DLKT7Q;B071YSX2RJ;B00D44OGE0,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0152,buying,B000EQU0NW,289,10,other,B00FAORY5A;B00BLZWMG8;B00GN55U8S;B01G1EH3MG;B078NW5KBJ;B013CFHJSK;B00O9ZMK2I;B00ATUKK7O;B00NNG81WW;B00N0IMUZC,True,0,True,2,1,False,1,False,True,1,1,,B000EQU0NW,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0153,browsing,B07BMJ77FR,382,10,feature,B09MWN5PW5;B0B6GXL8HF;B07G56SX26;B099SV229N;B01I4CJZHY;B08KB42ZL1;B00UGBYPGI;B07H24XVP7;B07GZ2ZZ7R;B007TJAXTI,True,0,True,2,3,False,3,False,True,3,3,,B0B7B573SX;B0B784CMH9;B07BMJ77FR,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0154,buying,B00CYNKSTE,35,10,other,B07BHR369Z;B00LNH37SG;B07RHQB44T;B086TZW76K;B01MUZ2UM8;B00L4XWG36;B07H4N7BT9;B0788MH5VJ;B07YCSM91H;B07F79CVQK,True,0,True,2,1,False,1,False,True,1,1,,B00CYNKSTE,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0155,buying,B0C4VLWWYY,15,10,other,B0731YKYCJ;B01GFK3ZQ4;B00591NYYE;B003TOAFPY;B0B4MS9QNH;B000OIUPTE;B00JDTBJ5O;B00HPWSJZY;B00L2TLT1M;B09HNJVPMH,True,0,True,2,2,False,2,False,True,2,2,,B0731YKYCJ;B0C4VLWWYY,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0156,buying,B0C3KZXV4B,1,1,,B0C3KZXV4B,True,0,True,1,1,False,1,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0157,buying,B00BCHDM14,23,10,other,B00YURVHAQ;B07XTQ3Q4S;B00BCHDM14;B0BQ1DSLKS;B098C95Z3T;B00SBXATWM;B00Q7JMFV0;B0728NXLCJ;B0746T3LWW;B00Q7JDXC0,True,0,True,1,3,False,23,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0158,browsing,B012ZM6RGQ,34,10,feature,B00X0W8QA6;B000IS7RBO;B00CF0XI20;B007QJ5OVS;B01A87ZR66;B0043052TC;B009V0E5I8;B00840U882;B08M63L7DH;B011ZCG9SI,True,0,True,2,1,False,1,False,True,1,1,,B012ZM6RGQ,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0159,buying,B00UHLFR32,40,10,other,B07TXN5YR4;B0751QQNLJ;B07JCGXVCW;B00M8Z6WES;B08FKXQ4KS;B00CXWF4P4;B089GY4Y69;B09HHDY3X5;B00EWIZS5I;B00COH1GZK,True,0,True,2,3,False,3,False,True,3,3,,B08KRHXZ45;B0163HGZB6;B00UHLFR32,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0160,buying,B01AAANF2Y,18,10,other,B08KNJ5ZM6;B0048CRFKY;B006H23O0S;B01AAANF2Y;B0834HJ8TS;B08P4PSWTZ;B075ZQTV39;B07FCGDBJF;B00QT7OI60;B01CNCAMYQ,True,0,True,1,4,False,18,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0161,buying,B0B6N6TJ6V,389,10,other,B08R6GNM75;B005GPTVRC;B07DCNDD1Q;B07X1RSJKV;B07WZJDRC8;B074M6M717;B00EI96D3M;B09NC92ZY7;B072V7ZV46;B072V7JBZ3,True,0,True,2,7,False,11,False,False,11,10,color,B0C1YPPMQ1;B07VV1RV62;B09XVCFXY8;B0BBMRV3TD;B0BW2Y7JNS;B0BZ3SGKRL;B0B6N6TJ6V;B0B7WWQW38;B08Z32GJRX;B0BHZLYX8P,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0162,browsing,B0B71JNMQY,591,10,other,B075D8XQYM;B0732PJQ5X;B08573X2SP;B07F3KVPVB;B00JBIM42E;B007WACQI0;B07FLGPJH9;B07BK3TSVT;B01NGTRY01;B07HH3SYFR,True,0,True,2,1,False,1,False,True,1,1,,B0B71JNMQY,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0163,buying,B0834T68X3,62,10,other,B09X4GG71T;B08TLVZXKL;B07L92BRLF;B094LW4TVM;B082X4DRWV;B07QRPPL76;B08GC13LC7;B07WMVBHLC;B08PCYWFBY;B07DJ89JC3,True,0,True,2,1,False,1,False,True,1,1,,B0834T68X3,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0164,browsing,B0C61FG7GL,93,10,feature,B00VRWJ6V4;B00BP4D4RG;B000VVTCTI;B019O0A1Q4;B077GQW532;B07DYLS8Z9;B07L9YXT9Q;B01MY9SDDE;B019C30Z5K;B017PGJBPG,True,0,True,3,5,False,5,False,True,23,10,other,B019C30Z5K;B07NJ5K3MQ;B004XWJITU;B09V2B592T;B07WYK9NXT;B07F6Y2CMD;B003NYBY4G;B074BC43M2;B00RNAST6W;B00PSFIZWW,True,0,5,5,,B07F6Y2CMD;B07D6TQ7DK;B018AKIC2Y;B00MHZHVZ8;B0C61FG7GL,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0165,buying,B09XHSLX4X,48,10,other,B005OLBAYU;B071GBZ5TM;B01EJJLAO2;B01MTNGX5F;B07B9SKX9N;B008K9MNTE;B07F6Y2CMD;B003NYBY4G;B074BC43M2;B00BDVZSR0,True,0,True,4,1,False,1,False,True,48,10,color,B005OLBAYU;B071GBZ5TM;B01EJJLAO2;B01MTNGX5F;B07B9SKX9N;B008K9MNTE;B07F6Y2CMD;B003NYBY4G;B074BC43M2;B00BDVZSR0,True,0,48,10,size,B005OLBAYU;B071GBZ5TM;B01EJJLAO2;B01MTNGX5F;B07B9SKX9N;B008K9MNTE;B07F6Y2CMD;B003NYBY4G;B074BC43M2;B00BDVZSR0,True,0,1,1,,B09XHSLX4X,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0166,intent_override,B00IHW88W0,1,1,,B00IHW88W0,True,0,True,4,1,False,1,False,True,1,1,,B00IHW88W0,True,0,1,1,,B00IHW88W0,True,0,1,1,,B00IHW88W0,True,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0167,browsing,B07357B79L,166,10,other,B095P8283H;B001B1PNUE;B004RCNOA0;B07MW4JZ5V;B08GPYGJL8;B08JTR7Q4V;B07B6G8MVJ;B07Z88YN5Q;B08CMNDQ8D;B07MDC5BHZ,True,0,True,2,2,False,17,False,False,17,10,material,B095P8283H;B07357B79L;B074BC4Y2M;B0B5HLH1DB;B09TN7FXJW;B09M3V6C58;B095LJ53TW;B095LJX1MM;B08MNJBPMS;B08DJZPK9Q,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0168,buying,B08YYHDJD1,1,1,,B08YYHDJD1,True,0,True,1,1,False,1,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0169,boundary,B0829R9M5G,319,10,other,B073XL21MV;B0998Z45MT;B076XXT4JN;B009S65C7S;B00Y5T5P34;B004CCQXPI;B08VJ2ZG7D;B005YQ2H6U;B007Q07924;B007R9NBLC,True,0,True,3,1,False,1,False,True,319,10,material,B073XL21MV;B0998Z45MT;B076XXT4JN;B009S65C7S;B00Y5T5P34;B004CCQXPI;B08VJ2ZG7D;B005YQ2H6U;B007Q07924;B007R9NBLC,True,0,1,1,,B0829R9M5G,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0170,browsing,B08LRQX5RH,109,10,feature,B07GC6YMC4;B07JQ22GRZ;B07GQXC8L5;B008LWY7YO;B071JPQFD1;B07T1289Y6;B0958DDHWP;B088NW8C9X;B06XH7PDZL;B07XD9CDLN,True,0,True,2,2,False,2,False,True,2,2,,B07R1ZVV4Z;B08LRQX5RH,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0171,buying,B0BFVFFHKS,48,10,other,B0BZCXLN3N;B087Q6L93Q;B09JS72K73;B07RG5ZJRT;B08NJLMJFM;B08VWPKZZL;B091H1653X;B07RBN2CBL;B07WDV3SGZ;B099J4PJV8,True,0,True,2,1,False,1,False,True,1,1,,B0BFVFFHKS,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0172,browsing,B0829PZGBB,1017,10,other,B078DF49QN;B07DCJ3HD2;B07F98WGXX;B07W6SRLS7;B01I2BXYU6;B078W84K5S;B07QQZJNRF;B00353612U;B07HBC26VW;B0BQYT52P6,True,0,True,2,10,False,14,False,False,14,10,feature,B01N7KLQ9U;B0728LDBKL;B0BTMNNMSH;B07L14F3V4;B0BY9GY9DS;B008PNGL66;B01A9IO7LA;B09N4S7XXK;B0C62X675S;B0829PZGBB,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0173,browsing,B07THT4G8N,168,10,other,B07D6JH6HY;B07QVXCYQZ;B07PCMSD1F;B07GZCL3BY;B08CV5Z8Y6;B06ZXSV6Z1;B0736ZWDVF;B07NM76BT8;B083XKBNPN;B07CKYMXXP,True,0,True,2,10,False,20,False,False,20,10,material,B081PTT6MW;B071J8986T;B08RNC8FR7;B08RNDPGBF;B07S91JX96;B07Q24TQL6;B07QM3W8HD;B07X3MGMJR;B07QQ11P6M;B07THT4G8N,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0174,buying,B0794VPVBH,79,10,other,B07111P7Q7;B07SF6X8N2;B010O2S2JO;B08359C12J;B08CNHXZJH;B07YTB6BT3;B071Y4LB4F;B082N4XNWS;B071LHQRK8;B0922WMJN1,True,0,True,2,8,False,14,False,False,14,10,color,B010O2S2JO;B082N4XNWS;B00F4O2QC2;B09GT64JCG;B015HQH8II;B00HZHTXZE;B0BKTGLVFS;B0794VPVBH;B01HVLWJ7M;B079JGHJN3,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0175,browsing,B07D5M61T2,127,10,feature,B00AFVQ6CA;B07Q55WP9G;B00XUPV2P4;B005DIHK70;B00JWMXOZK;B005RD7GIO;B083FYJ3S1;B08FJ49B4D;B0721DQKRL;B074P1P66L,True,0,True,3,9,False,9,False,True,26,10,other,B07BDQ4JVD;B09TSLQ3B5;B01KGE19W2;B0788BN8FD;B08KTSGCTT;B01LMZ9GCO;B01LMZ9JQC;B07D6PSKH7;B0878R3FK5;B01N1939S1,True,0,9,9,,B09TSLQ3B5;B01KGE19W2;B0788BN8FD;B01LMZ9GCO;B01LMZ9JQC;B074JMBV4Q;B074JMTF2Z;B07MP1PC6N;B07D5M61T2,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0176,browsing,B0C3MKNZJN,26,10,other,B083LSHH3T;B000XJOFZ4;B07BXFGLRW;B00JQL1RV0;B07L5NL8KJ;B0184VVUGY;B07J69HRTJ;B07MTQRY6M;B00NQ6L0UE;B07N9MNZ8N,True,0,True,2,1,False,1,False,True,1,1,,B0C3MKNZJN,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0177,intent_override,B07HV9WW6Q,24,10,other,B0725KZHV2;B07N68HF2L;B07BDL1HLD;B07GFHM48L;B07KPVC75Z;B07BLQFTDK;B07HMGT45G;B09B7RWFLD;B097DBQTL5;B07B664JJR,True,0,True,6,4,False,4,False,True,1,1,,B07HV9WW6Q,True,0,1,1,,B07HV9WW6Q,True,0,39,10,material,B09JRPXY64;B07TXJ8D5J;B07D7TSSWN;B07CSBW5GN;B095P4535J;B01M4LKWKR;B07G2GR4J9;B07QS3H343;B07D2BHGLG;B07Q45QGFJ,True,1,39,10,feature,B09JRPXY64;B07TXJ8D5J;B07D7TSSWN;B07CSBW5GN;B095P4535J;B01M4LKWKR;B07G2GR4J9;B07QS3H343;B07D2BHGLG;B07Q45QGFJ,True,1,4,4,,B095P4535J;B07QQVGHGP;B07HJBJT32;B07HV9WW6Q,True,1,,,,,,,,,,,,,,,,,,,,,,,,
public_0178,buying,B01FWQ8NH8,1069,10,other,B019181M1W;B07CRN978N;B07VV7FX9H;B08NRDTWTY;B01A8ZNKIU;B08D3WK3Z8;B0997XN9TK;B08NDD8ZDK;B09M9L25SH;B091D3BRWM,True,0,True,2,5,False,18,False,False,18,10,size,B08CSNSC9K;B01EVI2CMK;B00IA9KCN8;B009JST33O;B01FWQ8NH8;B00GNJX4BE;B07BYWL7DN;B09FVNRCGT;B01LYVWC3D;B07P7HZ7P4,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0179,buying,B08JK818ZD,222,10,other,B095XX57RS;B01LW7MK7A;B01JRU0GLQ;B08Q7FGK7S;B01BMEJTLI;B07Z8223C3;B01NCR6TKU;B07Y9M4TRB;B01CNOCQIO;B08DXV8WR3,True,0,True,2,1,False,1,False,True,1,1,,B08JK818ZD,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0180,boundary,B01HSMYV8E,1017,10,other,B078DF49QN;B07DCJ3HD2;B07F98WGXX;B07W6SRLS7;B01I2BXYU6;B078W84K5S;B07QQZJNRF;B00353612U;B07HBC26VW;B0BQYT52P6,True,0,True,3,1,False,5,False,True,1017,10,feature,B078DF49QN;B07DCJ3HD2;B07F98WGXX;B07W6SRLS7;B01I2BXYU6;B078W84K5S;B07QQZJNRF;B00353612U;B07HBC26VW;B0BQYT52P6,True,0,5,5,,B01HSMYV8E;B009ZDEM66;B00A64F6U4;B00GK61KXY;B01BLYDSFW,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0181,browsing,B08M3WKDFJ,84,10,other,B08R62715B;B07JJTGSYQ;B08NTGBDD8;B07RB7R482;B09JWDBL19;B08JQ7NSLL;B07TWZ4YXC;B07THW8PLS;B085NS51PR;B01G1LH676,True,0,True,2,1,False,1,False,True,1,1,,B08M3WKDFJ,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0182,browsing,B0C5XBLB2P,32,10,feature,B0796NHFF2;B01N6B3A67;B01AAH27US;B083NBMV6W;B07SLXQWRP;B07C378Z47;B07L6LHFB9;B0834YNH2J;B0C5XBLB2P;B003MZ0PFK,True,0,True,1,9,False,32,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0183,intent_override,B07Z2KSZR3,8,8,,B08LLBZM94;B08L8JF923;B07Z2KSZR3;B07DQN9FDR;B00DJ1XQ26;B07KGMVKL4;B07X7MWWQ7;B0721X787V,True,0,True,4,5,False,33,False,False,8,8,,B08LLBZM94;B08L8JF923;B07Z2KSZR3;B07DQN9FDR;B00DJ1XQ26;B07KGMVKL4;B07X7MWWQ7;B0721X787V,True,0,8,8,,B08LLBZM94;B08L8JF923;B07Z2KSZR3;B07DQN9FDR;B00DJ1XQ26;B07KGMVKL4;B07X7MWWQ7;B0721X787V,True,0,33,10,other,B0BXJ86YZQ;B07ZG1FHBL;B07KZJMLMX;B0B8227GB9;B07Z2KSZR3;B09HXN7ZJ5;B07DQN9FDR;B081ZTLFRQ;B00GWM5HHG;B0B3JBJB9W,True,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0184,browsing,B0BWLFCTTF,522,10,other,B071YD8HMS;B018SBM4RE;B0BJXLQ24Y;B00RDQKZQ8;B07H57JG2T;B002V33NG2;B076TG71FF;B07YQ79J1W;B00COJ4CHC;B07KKFY33S,True,0,True,2,2,False,6,False,True,6,6,,B0072Z50VA;B0BWLFCTTF;B07H7215PV;B085FQPRF7;B01NCQWMNU;B004KDXE1A,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0185,buying,B0BCW4QKV5,14,10,other,B07L8RC2B8;B01GSMQ8ZO;B09ZDZ3ZZJ;B005H4YCDA;B005GVBU2K;B0725R1DTR;B08TC99S9T;B00FZR0YZE;B00LI0241O;B0176YUJ1M,True,0,True,2,1,False,1,False,True,1,1,,B0BCW4QKV5,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0186,intent_override,B07XPLHXC1,1,1,,B07XPLHXC1,True,0,True,4,1,False,1,False,True,1,1,,B07XPLHXC1,True,0,109,10,other,B07LBWJ337;B00KUE239M;B01HWZFF2I;B00717XDBI;B0716HMJJL;B004DEQOTU;B0053YNWG2;B00GX1NAHU;B004KSQH0A;B071YSG75N,True,1,1,1,,B07XPLHXC1,True,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0187,boundary,B000GQ1F3O,665,10,feature,B078WQBSJN;B0055K8QRY;B07YGRMJRR;B089WBHSNC;B07CP7VTNZ;B07DNY4VW9;B01IAP7PJ0;B08KT91J75;B09NPHF9M6;B009CI5IJ4,True,0,True,4,1,False,1,False,True,665,10,other,B078WQBSJN;B0055K8QRY;B07YGRMJRR;B089WBHSNC;B07CP7VTNZ;B07DNY4VW9;B01IAP7PJ0;B08KT91J75;B09NPHF9M6;B009CI5IJ4,True,0,211,10,material,B005LCEUNA;B008MYRVAI;B0071GPOTS;B00OBBZ15I;B005UAJOWK;B00AZNVMLI;B016ZLC9IS;B007GGAX26;B000MLZCFK;B00B29XFKU,True,0,1,1,,B000GQ1F3O,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0188,buying,B0B5ZS2J2W,147,10,other,B00L42PXTG;B01BMYH0RS;B07K16566V;B0CB5JRVD8;B07HMKQF1M;B00HBHJYF2;B082DN5WRT;B00ONVNJQ4;B07KPMQYJ6;B07JG2ZNTT,True,0,True,2,1,False,1,False,True,1,1,,B0B5ZS2J2W,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0189,buying,B0C614ZPK3,27,10,other,B06ZZMDH2R;B08429V9RQ;B07613FW3G;B00IRL6KRG;B0C614ZPK3;B07JNFZVQP;B06XX6CDS4;B07TXDTP4F;B09QT74D6R;B08596LMCR,True,0,True,1,5,False,27,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0190,buying,B01MQUDPPO,14,10,other,B01N7TWD24;B01MQUDPPO;B078XJN2ZS;B07MR3H7H1;B0082153QU;B00UYE32DO;B01GGH20BC;B00JRN4NGI;B01FON9H5G;B07KJHJJJ8,True,0,True,1,2,False,14,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0191,browsing,B083TB1NDK,26,10,other,B0091528P0;B006R7MKDU;B00ZU5NPWA;B095FV598G;B07MJ51914;B00WSA3UWU;B00J7Y64PU;B09LRZG31J;B07BMDDFXM;B073X2ZKNV,True,0,True,2,1,False,1,False,True,1,1,,B083TB1NDK,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0192,boundary,B0C62MF2HV,132,10,other,B088WYFQSS;B088KLHRHW;B08RDV3L3B;B0C596XFV5;B07BKSQC5T;B072K3YZGZ;B00C5FPRX8;B08411VM8S;B01KYOY82C;B07TJLT5GH,True,0,True,3,1,False,1,False,True,132,10,feature,B088WYFQSS;B088KLHRHW;B08RDV3L3B;B0C596XFV5;B07BKSQC5T;B072K3YZGZ;B00C5FPRX8;B08411VM8S;B01KYOY82C;B07TJLT5GH,True,0,1,1,,B0C62MF2HV,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0193,buying,B07YM55NLW,34,10,other,B00FTBA2NU;B00BMP9W10;B081SB5C7V;B07YM55NLW;B0997G1BVP;B07GWQW6V9;B08D8VV979;B01F3ZKW2W;B07GW33SR5;B073VFCZ3V,True,0,True,1,4,False,34,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0194,buying,B09WR1NZ48,93,10,other,B06XRMQMWB;B01DV4Q0LE;B07SSFFYQ6;B07P8XBRT1;B00FEP9LQU;B07SXDGQM1;B004LWZNG4;B079P9RGSD;B01GR9L2FY;B07HXRXWZW,True,0,True,2,3,False,8,False,True,8,8,,B01GR9L2FY;B01CZ2KY7Y;B09WR1NZ48;B07CT52HY2;B07SKMNYGK;B075D8GRHT;B07MVR31QJ;B07SN26M1D,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0195,browsing,B072M4K5LF,681,10,other,B01M66PUT6;B07K1W8T23;B09H2ZC1DJ;B073JR8J5N;B08P2SXC54;B071NVS2WR;B08X3H6C65;B08W4J9XHL;B093GDM2YT;B01LSILYRA,True,0,True,3,6,False,6,False,True,14,10,feature,B00KH7GUWS;B01GYJJD7G;B016OXCUYU;B07R8HT16F;B0823FSXN2;B07YZQ4197;B074PJ6LKS;B07MT7G75W;B01LDZSY8K;B01CUJUHXS,True,0,6,6,,B016OXCUYU;B07R8HT16F;B0823FSXN2;B07YZQ4197;B074PJ6LKS;B072M4K5LF,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0196,browsing,B073T364MM,605,10,feature,B081MXG21P;B08V4ZYCW8;B09B67GCHJ;B01FSGWMBK;B075SBXTZ7;B00CBR8WUK;B076MJD3CR;B01N2S9EK6;B087R9LVH2;B07R58WMSL,True,0,True,2,1,False,1,False,True,1,1,,B073T364MM,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0197,intent_override,B07FDNP55K,1,1,,B07FDNP55K,True,0,True,4,1,False,1,False,True,1,1,,B07FDNP55K,True,0,1,1,,B07FDNP55K,True,0,1,1,,B07FDNP55K,True,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0198,intent_override,B08K1ZJZ4N,120,10,other,B01M0XPGXV;B00J9DPWRU;B01A6ETVLS;B08Q1VLJKF;B0883DFV46;B0883F6S5X;B014M2HCO8;B08N5CR1LK;B00L42PXTG;B00IONC3VY,True,0,True,5,1,False,2,False,True,7,7,,B08F9XDQ9F;B00JE8CXRM;B09RJ3JG7M;B0BZRCYNCG;B08ZXTQC8P;B018FSPJZE;B08K1ZJZ4N,True,0,7,7,,B08F9XDQ9F;B00JE8CXRM;B09RJ3JG7M;B0BZRCYNCG;B08ZXTQC8P;B018FSPJZE;B08K1ZJZ4N,True,0,147,10,feature,B00L42PXTG;B01BMYH0RS;B07K16566V;B0CB5JRVD8;B07HMKQF1M;B00HBHJYF2;B082DN5WRT;B00ONVNJQ4;B07KPMQYJ6;B07JG2ZNTT,True,1,2,2,,B08K1ZJZ4N;B06Y16JRPV,True,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
